,index,L,R,P_high,t1,t2,t3,t4,t5
251,46,9.32,0.17,9,0.1985028,0.19868462,0.20013766,0.20401063,0.21146067
252,520,9.94,0.19,17,0.20372857,0.22024001,0.24401733,0.26802187,0.28790877
253,894,3.95,0.16,16,0.25165806,0.28345883,0.30371922,0.31563737,0.32233808
254,916,4.79,0.21,14,0.22758883,0.25892716,0.28449439,0.30230286,0.31372557
255,235,6.41,0.24,20,0.2371494,0.27130647,0.29528824,0.31029439,0.3191363
256,823,7.17,0.27,15,0.21003374,0.23346261,0.2598688,0.28257326,0.29947237
257,516,4.71,0.47,5,0.19654086,0.19671382,0.19854408,0.2030175,0.21100076
258,94,9.83,0.22,13,0.19972193,0.2045143,0.2158084,0.23318412,0.25343337
259,252,6.47,0.16,10,0.20049973,0.20818788,0.22288359,0.24249077,0.26309574
260,707,7.79,0.31,9,0.19859326,0.19999073,0.20450751,0.21356588,0.22737164
261,892,3.99,0.31,18,0.26083657,0.29116402,0.30906559,0.31901883,0.32435771
262,629,7.87,0.29,18,0.21563903,0.24453736,0.27212496,0.29318246,0.30755006
263,886,1.88,0.39,18,0.29695381,0.31456073,0.32287904,0.32674904,0.32852836
264,204,7.28,0.29,11,0.20050485,0.20808034,0.22282555,0.24260574,0.26337441
265,518,9.05,0.49,11,0.19909812,0.20157256,0.2085358,0.22111575,0.23826724
266,858,7.03,0.2,16,0.21445804,0.24169371,0.26886999,0.2903394,0.30538077
267,831,1.25,0.36,6,0.24817798,0.27819776,0.29884507,0.31187064,0.31969409
268,468,7.33,0.27,7,0.19789915,0.1978883,0.19888456,0.20176728,0.20755409
269,72,9.77,0.3,11,0.19894086,0.20039787,0.20522118,0.21495433,0.22964433
270,227,2.72,0.27,6,0.20595548,0.22334321,0.24566914,0.26781691,0.28652419
271,810,3.02,0.18,13,0.25204587,0.28321571,0.30331749,0.3152745,0.32206716
272,73,7.07,0.34,8,0.19828275,0.19931497,0.20295945,0.21060109,0.22279657
273,420,3.08,0.5,16,0.26738905,0.29575116,0.31191549,0.32067875,0.32528384
274,471,9.87,0.29,16,0.20243416,0.21587863,0.2373445,0.26087995,0.28161127
275,7,3.96,0.33,17,0.25659445,0.28769981,0.30670404,0.31754586,0.32348856
276,712,7.6,0.4,9,0.19863467,0.20030837,0.20542594,0.21534649,0.23000089
277,432,6.93,0.21,10,0.1998075,0.20552993,0.21767364,0.23536837,0.25541032
278,60,6.92,0.36,11,0.20115466,0.21038783,0.22702344,0.24795004,0.26880365
279,522,7.03,0.21,6,0.19751265,0.19717216,0.19734662,0.19846796,0.20122128
280,820,3.61,0.28,10,0.22015015,0.2479023,0.2737819,0.29368632,0.30747468
281,228,9.76,0.22,6,0.19794072,0.19742892,0.19708894,0.19689619,0.19689611
282,867,3.24,0.41,15,0.25918397,0.28941906,0.3077291,0.31812204,0.32379945
283,713,1.07,0.49,5,0.24529178,0.27541425,0.29663001,0.31027691,0.31861568
284,433,2.33,0.4,5,0.20396621,0.21981129,0.24099797,0.26287001,0.28201659
285,710,7.84,0.47,8,0.19823557,0.19857295,0.20048527,0.2051857,0.21372777
286,716,7.44,0.17,9,0.1986818,0.20062624,0.20630048,0.21697309,0.23231261
287,821,2.92,0.46,12,0.24755202,0.27899791,0.30016338,0.31315703,0.32073453
288,92,7.03,0.35,11,0.20093055,0.20963181,0.22569746,0.24631166,0.26717809
289,809,5.44,0.23,15,0.22482238,0.25589374,0.28201532,0.30053363,0.31255695
290,297,6.27,0.16,13,0.20872001,0.23000397,0.255374,0.27825296,0.29592634
291,918,3.53,0.16,9,0.21476348,0.23950926,0.26511877,0.28637139,0.30195468
292,701,9.23,0.27,13,0.2001726,0.20667804,0.22042994,0.23978648,0.26071441
293,210,2.78,0.11,16,0.27309907,0.29975486,0.31440378,0.32212698,0.32609095
294,314,9.1,0.25,5,0.1975932,0.19690535,0.19642235,0.19608511,0.19587053
295,924,7.47,0.26,14,0.20565648,0.2237328,0.24783212,0.27126719,0.29032254
296,211,2.64,0.15,5,0.20070072,0.21219204,0.2300207,0.25078192,0.27078521
297,804,8.19,0.12,8,0.19824048,0.19838921,0.19977319,0.20346394,0.21056328
298,672,7.72,0.32,15,0.20716858,0.22763362,0.25304391,0.27640115,0.29461369
299,205,8.91,0.35,13,0.2005102,0.20810699,0.22324422,0.24354496,0.2646455
300,415,5.29,0.26,18,0.24173734,0.27512152,0.29791521,0.31194913,0.32012299
301,661,4.96,0.46,9,0.20276092,0.215242,0.23461378,0.25652591,0.2767735
302,454,5.73,0.31,10,0.20240057,0.21424112,0.23325146,0.25517512,0.27565392
303,95,4.84,0.21,11,0.21121232,0.23401621,0.25952913,0.28172702,0.29850829
304,523,9.4,0.25,20,0.2123934,0.24042596,0.26853801,0.2905341,0.30576122
305,28,1.23,0.39,8,0.26885986,0.29569867,0.31138071,0.32011504,0.32483862
306,229,1.18,0.45,19,0.31094178,0.32180498,0.32649469,0.32850742,0.32936694
307,805,7.15,0.24,11,0.20071546,0.20886171,0.22429037,0.24451561,0.26535028
308,895,2.03,0.13,8,0.23911578,0.26994774,0.29278348,0.30786229,0.31720699
309,68,3.17,0.33,10,0.22780398,0.25788548,0.28296516,0.30084128,0.31255123
310,521,1.33,0.16,6,0.24422695,0.27442921,0.29593615,0.30984893,0.31837423
311,462,9.22,0.24,18,0.20812743,0.23128091,0.25819584,0.28152313,0.29888972
312,324,8.21,0.26,18,0.21339825,0.24096937,0.26859713,0.29034411,0.30550193
313,400,9.92,0.37,12,0.19922659,0.20187309,0.20930245,0.22256782,0.24032975
314,455,6.64,0.35,5,0.19701014,0.19640883,0.19613479,0.19630567,0.19722905
315,325,8.63,0.47,14,0.20216325,0.2142405,0.23419833,0.25701405,0.27787368
316,22,6.39,0.49,14,0.21155441,0.23580203,0.26220608,0.28447568,0.3008581
317,411,7.57,0.16,14,0.20525248,0.22277999,0.24659178,0.27005997,0.28932163
318,524,8.98,0.44,20,0.21482824,0.24436071,0.27240983,0.29362631,0.30797648
319,607,9.9,0.31,12,0.19923241,0.20191249,0.2094069,0.22274934,0.24056686
320,47,3.13,0.33,12,0.24307366,0.27485639,0.29709029,0.31110538,0.31944901
321,829,9.61,0.49,13,0.19986287,0.2052344,0.21740481,0.23553492,0.25608786
322,673,3.31,0.4,18,0.27207582,0.29926559,0.31418745,0.32203866,0.3260586
323,922,2.93,0.12,20,0.28539144,0.30798314,0.31935236,0.32492878,0.3276143
324,412,8.95,0.47,12,0.19967596,0.20442031,0.21546224,0.23247335,0.25244816
325,16,1.16,0.3,20,0.31267577,0.32264261,0.3268896,0.3286902,0.32945031
326,671,2.06,0.24,8,0.23816481,0.26895905,0.29198627,0.30729373,0.31682963
327,818,3.94,0.27,17,0.25692841,0.28796651,0.306884,0.31765747,0.32355419
328,530,8.55,0.38,9,0.19850909,0.19912107,0.20176686,0.20785516,0.21832061
329,322,8.35,0.27,16,0.20697824,0.22770715,0.25340647,0.27689003,0.29508928
330,934,6.98,0.45,11,0.20103433,0.20997452,0.22628999,0.24703547,0.26788913
331,469,2.75,0.39,16,0.27369532,0.30016405,0.31465461,0.32227142,0.32617072
332,694,4.96,0.26,13,0.22002507,0.24874911,0.27513564,0.29505782,0.3086252
333,536,9.56,0.43,13,0.19989833,0.20540904,0.21778329,0.23608161,0.25669563
334,318,7.32,0.4,5,0.19718534,0.19654233,0.19615333,0.19602811,0.19630286
335,23,4.25,0.4,15,0.24123704,0.27384344,0.29664086,0.31095216,0.31942859
336,724,8.72,0.35,10,0.19879951,0.20029037,0.20509514,0.21468561,0.22913013
337,79,2.63,0.5,12,0.2543718,0.28498598,0.30447627,0.31597631,0.32247139
338,401,6.05,0.49,17,0.22767973,0.26014294,0.28599909,0.3036284,0.31473155
339,106,1.8,0.27,13,0.28096269,0.30470436,0.31726099,0.32369478,0.32692154
340,93,8.48,0.11,17,0.20896826,0.23240127,0.25918613,0.2822453,0.29936558
341,726,7.81,0.44,19,0.21964501,0.25084893,0.27825131,0.29804371,0.31101904
342,857,9.29,0.14,16,0.20377809,0.21985659,0.24317424,0.26698596,0.28692505
343,676,7.63,0.16,18,0.21737732,0.24715668,0.27463734,0.29516577,0.30896169
344,652,2.21,0.37,8,0.23364275,0.26407255,0.28794911,0.30436336,0.31485698
345,112,4.53,0.33,15,0.23691383,0.26956585,0.29335832,0.30871241,0.31800231
346,537,4.75,0.31,20,0.25828634,0.28955555,0.30814204,0.31851555,0.32409343
347,304,1.93,0.47,7,0.23218647,0.26210131,0.2860606,0.30283265,0.3137288
348,862,6.48,0.29,5,0.19696844,0.19638263,0.19615487,0.19644212,0.19760574
349,667,1.48,0.15,6,0.23740059,0.26746958,0.29032721,0.30582376,0.31567654
350,413,9.77,0.47,14,0.20045178,0.20798917,0.2232496,0.24376727,0.26503031
351,936,4.99,0.46,18,0.24581578,0.27883744,0.3006189,0.31372078,0.32121308
352,526,4.59,0.13,11,0.2136142,0.23822036,0.26415927,0.2857952,0.3016618
353,40,5.41,0.48,6,0.19735344,0.19795018,0.20062326,0.20654395,0.21648709
354,527,9.46,0.17,11,0.1989949,0.20083931,0.20651202,0.21742793,0.23320381
355,525,3.92,0.34,6,0.19854766,0.20402575,0.21522001,0.23153143,0.25048828
356,690,1.7,0.39,9,0.25896964,0.28821284,0.30645477,0.31710304,0.32308103
357,405,7.74,0.13,6,0.19762798,0.19719802,0.19708259,0.19748941,0.1988428
358,107,9.25,0.28,11,0.19904225,0.20119032,0.20749897,0.21925537,0.23574957
359,725,4.87,0.28,11,0.21094768,0.2335317,0.25897949,0.28123427,0.2981207
360,863,5.09,0.29,19,0.24916891,0.28200598,0.30296056,0.31526832,0.32217009
361,728,9.19,0.15,18,0.20825663,0.23154778,0.25850154,0.28179308,0.29909787
362,114,6.89,0.1,5,0.1970762,0.19645624,0.196129,0.19616338,0.19679371
363,48,1.97,0.19,8,0.24075512,0.2714836,0.2939302,0.30862866,0.31768647
364,542,3.2,0.31,14,0.25435164,0.28534074,0.3048797,0.31630717,0.3227077
365,486,1.94,0.14,15,0.28612674,0.30810462,0.31929058,0.32483976,0.32754331
366,9,3.51,0.23,9,0.21504234,0.23995924,0.26559539,0.28678133,0.3022683
367,323,2.67,0.15,13,0.25977626,0.28956295,0.30769356,0.31803919,0.32372115
368,113,4.69,0.42,16,0.23999367,0.27291304,0.29604746,0.31060245,0.31923296
369,679,1.39,0.36,6,0.2414051,0.27162543,0.29371435,0.30827443,0.31732982
370,124,7.51,0.35,12,0.20148544,0.21158101,0.22931101,0.25094558,0.27189308
371,262,9.83,0.48,9,0.19851804,0.19853257,0.19946791,0.20226566,0.20805124
372,850,6.06,0.18,13,0.21007833,0.23267241,0.25848703,0.28107912,0.29816329
373,56,9.82,0.34,5,0.19774135,0.19704399,0.19654414,0.1961831,0.19592545
374,53,4.58,0.41,17,0.24686038,0.27954674,0.30104504,0.3139613,0.32134313
375,263,4.99,0.38,14,0.22500127,0.25573765,0.28170749,0.30021906,0.31229752
376,695,1.62,0.23,9,0.26186984,0.2905536,0.30806357,0.31812151,0.32369345
377,734,2.03,0.37,8,0.23911578,0.26994774,0.29278348,0.30786229,0.31720699
378,624,2.27,0.35,8,0.23194207,0.26214885,0.28631384,0.30315201,0.31402824
379,540,8.26,0.47,9,0.19852875,0.19938799,0.20265493,0.20978437,0.22150027
380,511,8.02,0.25,13,0.20194961,0.21328248,0.23238949,0.25475953,0.27565652
381,613,2.43,0.31,16,0.27992873,0.30428439,0.3171163,0.32366003,0.32692415
382,541,3.15,0.48,5,0.19794457,0.20404852,0.21600038,0.23286199,0.25200605
383,851,2.87,0.43,15,0.26648722,0.29494741,0.31134338,0.32031195,0.32506305
384,208,1.25,0.39,11,0.28704266,0.30838919,0.31933245,0.32480758,0.3275007
385,467,7.48,0.13,6,0.19758613,0.1971815,0.19714868,0.19776566,0.19954569
386,313,7.02,0.43,17,0.21838415,0.24814137,0.27536,0.29563195,0.30924134
387,942,3.42,0.46,12,0.23716769,0.2689366,0.29247467,0.30790876,0.3173843
388,20,7.78,0.47,7,0.19793656,0.19777962,0.19833041,0.20026224,0.20448447
389,334,6.93,0.18,8,0.19830783,0.19953021,0.2036004,0.21188664,0.22477564
390,735,9.3,0.28,10,0.19872865,0.19960979,0.20298289,0.21038132,0.22251168
391,732,5.68,0.13,17,0.23192612,0.26492924,0.28993063,0.30643557,0.31658335
392,738,2.05,0.36,11,0.26287041,0.29167679,0.30897748,0.31877005,0.32411914
393,650,8.21,0.18,9,0.19853325,0.19944046,0.20282471,0.21014526,0.22208236
394,639,3.46,0.1,11,0.2295149,0.26019505,0.28510642,0.3025145,0.31374061
395,816,2.59,0.24,10,0.24072986,0.27207072,0.294718,0.30936068,0.31826736
396,736,1.72,0.11,19,0.30215503,0.31739212,0.32434727,0.32748592,0.32888941
397,730,8.98,0.44,6,0.19782415,0.19733222,0.19703306,0.19694631,0.19720566
398,684,3.12,0.42,18,0.27536363,0.30148977,0.31553596,0.32280776,0.32647959
399,250,3,0.47,18,0.27746069,0.30287484,0.31636216,0.32327285,0.32673131
400,21,8.61,0.39,13,0.20089948,0.20963768,0.22611239,0.24722291,0.26837581
401,266,7.3,0.29,5,0.19718031,0.19653818,0.19615137,0.19603177,0.19631936
402,440,8.01,0.13,15,0.20593132,0.22484631,0.24956592,0.27312202,0.2919567
403,817,6.07,0.11,7,0.19791962,0.19896873,0.20263832,0.2102288,0.22225792
404,209,9.51,0.33,10,0.19871475,0.19942755,0.20237476,0.20906815,0.22037742
405,943,3.93,0.4,15,0.24652091,0.27875619,0.30027832,0.31337147,0.32093757
406,509,9.69,0.45,12,0.19930037,0.2023549,0.21055707,0.22471433,0.24309524
407,691,9.74,0.28,19,0.20825249,0.23215293,0.25947169,0.28278919,0.29993824
408,51,4.37,0.15,17,0.25003886,0.28229792,0.3029909,0.31521087,0.32209947
409,546,2.59,0.28,17,0.28095152,0.3050387,0.31759762,0.32394455,0.32708426
410,460,4.51,0.49,6,0.19767042,0.20029716,0.20706696,0.21878517,0.23469421
411,475,9.93,0.5,17,0.2037538,0.22031066,0.24411564,0.26812074,0.28799226
412,547,9.14,0.47,6,0.19784817,0.19735158,0.1970414,0.19692481,0.19711237
413,272,2.49,0.27,8,0.22622474,0.25528159,0.28024825,0.29853424,0.31079991
414,544,3.48,0.34,19,0.2732268,0.30014422,0.31475818,0.32238016,0.32625261
415,880,8.25,0.17,14,0.20306259,0.21697226,0.23841168,0.2616393,0.28205072
416,554,7.02,0.19,9,0.19885235,0.20165765,0.20900206,0.22178306,0.23887145
417,739,2.83,0.29,20,0.28697315,0.30893521,0.31988413,0.32521246,0.32776082
418,685,6.07,0.29,17,0.22746049,0.25988466,0.28578164,0.30347051,0.314626
419,236,7.62,0.33,11,0.20004385,0.20626824,0.21928408,0.23782231,0.25828665
420,336,7.04,0.22,17,0.21821968,0.24790391,0.27513633,0.29545711,0.30911771
421,811,7.45,0.23,11,0.20026122,0.20713715,0.22100285,0.24016797,0.26080152
422,632,7.92,0.2,14,0.20402451,0.21963755,0.24227547,0.26569605,0.28560106
423,502,5.1,0.14,9,0.20217677,0.21365208,0.23215944,0.25374881,0.27417862
424,64,3.12,0.44,14,0.25599464,0.28670056,0.30582096,0.31690334,0.32306496
425,651,6.23,0.17,7,0.19789745,0.19872753,0.20189534,0.208692,0.21980583
426,423,8.05,0.14,5,0.19736051,0.19669323,0.1962486,0.19598602,0.19594061
427,619,2.46,0.4,14,0.27003893,0.29737401,0.31282636,0.32116416,0.32553301
428,426,6.79,0.4,14,0.20899218,0.23096864,0.25675826,0.27965699,0.29711962
429,556,7.15,0.44,7,0.19788715,0.1979561,0.19918432,0.20253734,0.20905396
430,560,8.07,0.2,7,0.19796445,0.19774383,0.19808943,0.19955441,0.20295374
431,854,9.18,0.44,11,0.19906051,0.20131849,0.20785076,0.21989307,0.23662066
432,948,6.19,0.34,8,0.19857197,0.20123515,0.20820847,0.22041268,0.23693805
433,932,1.64,0.14,15,0.29296766,0.31219878,0.32157359,0.3260584,0.32817411
434,203,8.86,0.37,20,0.21558184,0.24552132,0.27352282,0.29450119,0.30859612
435,545,6.1,0.34,10,0.20129584,0.21090423,0.22776737,0.2486958,0.26941405
436,717,4.12,0.22,8,0.20378293,0.2179877,0.23857465,0.2607487,0.28054202
437,881,3.41,0.48,11,0.23044043,0.26127986,0.28603763,0.30320546,0.31421245
438,4,8.57,0.35,9,0.19850825,0.19910542,0.20171253,0.20773337,0.21811393
439,25,3.86,0.31,8,0.20563447,0.22226135,0.24447524,0.26691306,0.2859882
440,904,4.26,0.12,7,0.19998919,0.20781838,0.22217166,0.2411405,0.26124257
441,635,3.67,0.35,5,0.19687285,0.19969132,0.2067744,0.21874949,0.23474916
442,271,1.13,0.1,15,0.30430608,0.31841308,0.32481809,0.32769849,0.32898377
443,826,8.04,0.31,16,0.20837647,0.23069216,0.25696746,0.28013908,0.29765957
444,494,9.99,0.16,12,0.19920705,0.20173878,0.20894366,0.22194018,0.23950508
445,65,2.98,0.33,9,0.22387976,0.25258866,0.27797972,0.2968854,0.30969932
446,479,7.46,0.24,12,0.20159688,0.21193295,0.22988984,0.25162041,0.27253137
447,213,6.24,0.12,9,0.19951367,0.20475604,0.21605834,0.2329001,0.25247061
448,231,2.41,0.24,18,0.2876133,0.30919822,0.31998341,0.32524557,0.32776937
449,84,3.99,0.22,12,0.22723687,0.25779619,0.28318666,0.30116485,0.31286065
450,859,4.76,0.29,15,0.23354615,0.26601905,0.29053576,0.30673567,0.31671657
451,513,7.58,0.2,5,0.19724888,0.19659567,0.19618173,0.19599296,0.19612114
452,427,8.47,0.1,15,0.20431295,0.22081811,0.24420613,0.26784303,0.2875451
453,952,2.11,0.22,12,0.26757511,0.29536724,0.31145616,0.32030714,0.32502541
454,626,7.14,0.4,15,0.21021155,0.23380142,0.26024937,0.28290816,0.29973097
455,340,6.6,0.2,8,0.19838919,0.20014432,0.20535899,0.21529932,0.22986049
456,742,7.43,0.41,13,0.20350166,0.21786945,0.239459,0.26256501,0.28275251
457,503,3.92,0.12,18,0.2619716,0.29202387,0.30962655,0.31935772,0.32455256
458,754,3.44,0.27,10,0.22287305,0.25158454,0.27724064,0.29641683,0.30943008
459,130,6.78,0.25,8,0.19833942,0.19978563,0.20434798,0.21336386,0.22701484
460,744,7.7,0.17,6,0.19762144,0.19719485,0.19709032,0.19752541,0.19893761
461,752,9.51,0.34,18,0.20695029,0.22877973,0.255283,0.27892466,0.29687233
462,750,7.09,0.29,12,0.20249326,0.21474528,0.23448306,0.25694871,0.27756522
463,692,9.84,0.45,6,0.19795248,0.19743896,0.19709611,0.19689661,0.19687979
464,558,5.46,0.16,12,0.21048386,0.23301953,0.25862385,0.28105008,0.29805361
465,910,9.94,0.17,15,0.20115846,0.21106888,0.22917725,0.25138902,0.27272415
466,338,3.55,0.44,20,0.27595735,0.30206784,0.31595178,0.3230716,0.32663541
467,905,9.13,0.42,15,0.20257012,0.21588082,0.23705096,0.26036692,0.2810366
468,566,8.23,0.43,9,0.1985314,0.19941919,0.20275611,0.2099998,0.22184829
469,13,7.22,0.42,10,0.1994989,0.20419984,0.21485139,0.23123882,0.25070173
470,532,9.37,0.33,6,0.19788306,0.19738036,0.19705737,0.19690714,0.19701233
471,838,4.01,0.34,13,0.23325477,0.26510119,0.28953477,0.3059027,0.31610633
472,748,4.81,0.46,8,0.20069511,0.20946232,0.22505384,0.24497095,0.26536686
473,953,3.23,0.48,18,0.273455,0.30020655,0.31476122,0.32236738,0.32623924
474,642,1.33,0.25,20,0.309991,0.32135474,0.32628618,0.32841244,0.32932423
475,120,3.86,0.22,9,0.21070271,0.23251888,0.25737636,0.27949867,0.29657163
476,215,3.92,0.29,19,0.26631036,0.29534536,0.3118016,0.3206729,0.32530833
477,27,6.37,0.28,12,0.20505914,0.22158037,0.24443756,0.26755542,0.28698998
478,342,6.34,0.3,20,0.23794559,0.27208557,0.29587587,0.31068892,0.31938373
479,538,7.36,0.2,14,0.20611806,0.22481869,0.24924244,0.27263906,0.29146095
480,44,3.56,0.46,14,0.24738047,0.27932861,0.30061475,0.3135563,0.32103413
481,533,9.75,0.11,8,0.19833497,0.19810965,0.19830531,0.1993767,0.20206413
482,343,5,0.19,6,0.19741407,0.19868789,0.20286218,0.21112829,0.22378559
483,499,5.24,0.37,18,0.24241027,0.27575165,0.29838107,0.31225799,0.32031489
484,200,5.1,0.18,20,0.25347642,0.28577983,0.30563112,0.31697802,0.32319994
485,911,6,0.28,14,0.21455287,0.24094023,0.26766167,0.28911631,0.30435969
486,874,3.68,0.45,9,0.21279495,0.23622915,0.26156805,0.28327054,0.29955539
487,41,4.53,0.35,15,0.23691383,0.26956585,0.29335832,0.30871241,0.31800231
488,755,4.75,0.27,17,0.24432083,0.27725308,0.29938076,0.31287191,0.3206731
489,136,1.89,0.11,8,0.24343452,0.27415512,0.29603326,0.31010443,0.31865401
490,568,9.8,0.2,17,0.20409313,0.22124509,0.24540261,0.2694062,0.28907289
491,300,7.6,0.39,20,0.22517329,0.25838641,0.28501044,0.30313568,0.31451211
492,623,4.21,0.23,11,0.21798725,0.24509225,0.27121936,0.2917112,0.30608972
493,32,1.72,0.36,10,0.2658715,0.29379073,0.31029259,0.31953501,0.32454477
494,569,2.88,0.36,16,0.27112333,0.29838289,0.31355606,0.32163574,0.32581816
495,548,9.48,0.39,12,0.19938494,0.20286051,0.21181442,0.22678291,0.24567181
496,686,6.68,0.33,18,0.22561257,0.25807033,0.28440565,0.3025422,0.31404057
497,557,9.17,0.31,18,0.20834362,0.23172646,0.25870555,0.28197285,0.29923631
498,85,5.73,0.13,13,0.21253884,0.23712556,0.26341684,0.28539919,0.30149616
499,29,6.82,0.21,6,0.19748011,0.19718467,0.19750087,0.19894777,0.20229033
